cid,nlane,turn,dnroad,geom,len,Up_Node,Down_Node,is_in,Count,Count1
9164_4973,0,S#R#U,4973_4904#4973_4961#4973_9164,"LINESTRING (118.760074991 30.9554838130001, 118.760408115 30.955210175, 118.760979186 30.954888947, 118.762406862 30.9543178770001, 118.763073111 30.954020444, 118.763358647 30.953794395, 118.763656079 30.9534731680001, 118.76378695 30.953211427, 118.763825315 30.9527857730001)",492.7580944,9164,4973,1.0,4053.0,4114.0
9173_4708,3,R#S#U,4708_4650#4708_4680#4708_9173,"LINESTRING (118.725274108 30.947814592, 118.725864399 30.9466257170001, 118.726207041 30.9460260930001, 118.726735282 30.945440746, 118.727349182 30.944912506, 118.72802019 30.9445127560001, 118.728562708 30.944198667, 118.729228876 30.9439322490001)",593.1631789,9173,4708,1.0,4165.0,4174.0
9173_4920,6,R#L#S#U,4920_4855#4920_5055#4920_9161#4920_9173,"LINESTRING (118.725274108 30.947814592, 118.72550971 30.947919418, 118.726736718 30.948529498, 118.727676203 30.9489946240001, 118.728002751 30.949149027, 118.728597106 30.949404814, 118.729964875 30.949959682, 118.730409893 30.9501381970001, 118.73044421 30.9501552470001, 118.730675094 30.9502699600001, 118.730836954 30.9504159150001, 118.731673147 30.9512692370001)",730.1163978,9173,4920,1.0,4174.0,4174.0
9174_5190,4,S#R#L#U,5190_5193#5190_8359#5190_9155#5190_9174,"LINESTRING (118.740330187 30.967412085, 118.740815597 30.9717950520001)",488.142638,9174,5190,1.0,4174.0,4174.0
9175_5123,3,S#L#R#U,5123_5082#5123_5126#5123_5122#5123_9175,"LINESTRING (118.742998339 30.967663805, 118.743455196 30.9655508440001, 118.743531339 30.9645990590001, 118.743487199 30.9633389470001)",483.8376195,9175,5123,1.0,4174.0,4171.0
9175_9174,0,R#L#U,9174_5190#9174_5122#9174_9175,"LINESTRING (118.742998339 30.967663805, 118.742008484 30.967492484, 118.741247056 30.9674353770001, 118.740330187 30.967412085)",257.1080186,9175,9174,1.0,4174.0,4171.0
9176_5126,3,S#R#L#U,5126_9162#5126_5123#5126_5132#5126_9176,"LINESTRING (118.745135095 30.9685013760001, 118.745801097 30.9674854730001, 118.746128641 30.967068419, 118.746566371 30.966628972, 118.746638234 30.9665621550001, 118.747231551 30.9660104920001, 118.747784476 30.9655554330001, 118.748075792 30.9651487940001, 118.748239975 30.9646491070001, 118.748311359 30.96410659, 118.748333193 30.9637270060001)",629.168358,9176,5126,1.0,4175.0,4173.0
9176_9175,2,L#S#U,9175_5123#9175_9174#9175_9176,"LINESTRING (118.745135095 30.9685013760001, 118.744171414 30.968051657, 118.743578928 30.967823229, 118.742998339 30.967663805)",224.9270061,9176,9175,1.0,4171.0,4173.0
9177_9163,4,L#S#R#U,9163_5010#9163_5021#9163_9162#9163_9177,"LINESTRING (118.757308975 30.9582280450001, 118.756677702 30.9578930480001, 118.755856788 30.957489729, 118.754821723 30.957082841, 118.753769208 30.956762407, 118.752472402 30.9564304720001, 118.748407269 30.955749192)",901.4226449,9177,9163,1.0,4175.0,4164.0
9177_9164,2,S#L#U,9164_4973#9164_9165#9164_9177,"LINESTRING (118.757308975 30.9582280450001, 118.760074991 30.9554838130001)",403.0067136,9177,9164,1.0,4114.0,4164.0
4497_4440,0,U#S#L,4440_4497#4440_4471#4440_9054,"LINESTRING (118.764629799 30.926687842, 118.763323132 30.925282044, 118.762639737 30.924614354, 118.76200405 30.9240951310001, 118.761156683 30.9235400170001, 118.760632432 30.923248915, 118.759952493 30.922956948, 118.75941962 30.9227613960001, 118.758758509 30.922552674, 118.758355406 30.922453773, 118.75744583 30.9222782470001, 118.756260227 30.9221422540001, 118.754786697 30.9219624400001, 118.754085295 30.921819854, 118.75335601 30.921665712, 118.752827484 30.9215177930001, 118.752246648 30.92134672, 118.751191433 30.920961371, 118.751056271 30.9209090950001)",1500.564176,4497,4440,1.0,4176.0,4175.0
4440_4471,4,U#R#L#S,4471_4440#4471_4493#4471_4423#4471_4496,"LINESTRING (118.751056271 30.9209090950001, 118.749470389 30.920295729, 118.748843465 30.920062633, 118.748276368 30.919885391, 118.747501603 30.9197020070001, 118.746710741 30.9195844490001, 118.745906696 30.919502853, 118.744938053 30.9195010170001, 118.744039987 30.919575766, 118.743308737 30.9196929940001, 118.742130152 30.919941511, 118.740786416 30.920239958, 118.740076934 30.9204135430001, 118.739299464 30.9206536520001, 118.738567492 30.9209229690001, 118.738282375 30.92103417, 118.737729594 30.9212652840001, 118.737026251 30.9215878910001, 118.736515666 30.921857205, 118.735372673 30.922546583, 118.734310609 30.9233124090001, 118.733407433 30.9240550690001)",1850.933552,4440,4471,1.0,4176.0,4176.0
4493_4471,4,L#U#S#R,4471_4440#4471_4493#4471_4423#4471_4496,"LINESTRING (118.736351565 30.9267130750001, 118.734085126 30.924651302, 118.733407433 30.9240550690001)",407.4714252,4493,4471,1.0,4176.0,4175.0
4521_4493,3,U#R#L,4493_4521#4493_4471#4493_4562,"LINESTRING (118.736583455 30.930185931, 118.736549416 30.9297011730001, 118.736408336 30.927638028, 118.736351565 30.9267130750001)",385.6683181,4521,4493,1.0,4175.0,4175.0
4471_4496,3,U#R#L#S,4496_4471#4496_4539#4496_4448#4496_4518,"LINESTRING (118.733407433 30.9240550690001, 118.731242182 30.9256231740001, 118.729294252 30.9269730350001)",509.156974,4471,4496,1.0,4160.0,4176.0
4539_4496,2,L#U#S#R,4496_4471#4496_4539#4496_4448#4496_4518,"LINESTRING (118.732547421 30.932228223, 118.731660874 30.9305026070001, 118.730355802 30.9283631810001, 118.729294252 30.9269730350001)",661.7505156,4539,4496,1.0,4160.0,4175.0
4496_4518,3,U#R#S#L,4518_4496#4518_4565#4518_4556#4518_4582,"LINESTRING (118.729294252 30.9269730350001, 118.728911826 30.927238038, 118.726605924 30.928870429, 118.725067125 30.9299801010001)",523.813777,4496,4518,1.0,4173.0,4160.0
4565_4518,2,L#U#R#S,4518_4496#4518_4565#4518_4556#4518_4582,"LINESTRING (118.728212366 30.9343747550001, 118.727864744 30.9338941870001, 118.726921883 30.9325634940001, 118.72651071 30.9319856390001, 118.726430535 30.9318729620001, 118.726010386 30.931282481, 118.725067125 30.9299801010001)",572.4991822,4565,4518,1.0,4173.0,4174.0
4605_4521,0,U#S#R,4521_4605#4521_4493#4521_4539,"LINESTRING (118.736906635 30.936118166, 118.736694786 30.931771417, 118.736583455 30.930185931)",658.4437567,4605,4521,1.0,4175.0,4175.0
4497_4526,3,U#S#R#L,4526_4497#4526_9001#4526_9014#4526_4554,"LINESTRING (118.764629799 30.926687841, 118.765085042 30.9269776940001, 118.765608072 30.9272378680001, 118.766216934 30.927481949, 118.76682043 30.92765093, 118.7672697 30.92774346, 118.769015008 30.927974819, 118.77061844 30.92818737, 118.77212182 30.92855752, 118.773466815 30.928929752)",889.0404489,4497,4526,1.0,4158.0,4175.0
9001_4526,2,S#U#L#R,4526_4497#4526_9001#4526_9014#4526_4554,"LINESTRING (118.778407789 30.930601649, 118.773466815 30.928929752)",507.3058396,9001,4526,1.0,4158.0,4159.0
4497_4536,0,U#L#R#S,4536_4497#4536_4562#4536_4554#4536_4635,"LINESTRING (118.764629799 30.926687842, 118.763637922 30.927423204, 118.762405441 30.9282178930001, 118.761048599 30.929074846, 118.759936707 30.9297724570001, 118.758556073 30.9306151210001, 118.758067005 30.930913735, 118.757902552 30.931046727, 118.757530928 30.9313472580001, 118.757300215 30.931603098)",889.4636169,4497,4536,1.0,4066.0,4175.0
4562_4536,0,R#U#S#L,4536_4497#4536_4562#4536_4554#4536_4635,"LINESTRING (118.744551331 30.9331701630001, 118.745232483 30.932907626, 118.746265304 30.9325332650001, 118.746631668 30.9324004690001, 118.747742133 30.932121555, 118.748622266 30.9319864720001, 118.750291375 30.931877666, 118.752234684 30.9317832690001, 118.755353633 30.9316848490001, 118.756105555 30.931653268, 118.757300215 30.931603098)",1242.893758,4562,4536,1.0,4066.0,4176.0
4521_4539,0,U#R#L#S,4539_4521#4539_4616#4539_4496#4539_4565,"LINESTRING (118.736583455 30.930185931, 118.736195729 30.930341024, 118.735778405 30.9305279600001, 118.734519845 30.9311842880001, 118.732589726 30.9322051140001, 118.732547421 30.932228223)",447.5862093,4521,4539,1.0,4175.0,4175.0
4616_4539,0,L#U#S#R,4539_4521#4539_4616#4539_4496#4539_4565,"LINESTRING (118.734355454 30.937019531, 118.733960869 30.935990003, 118.733605413 30.935016841, 118.733576508 30.934937706, 118.733219592 30.933810597, 118.732547421 30.932228223)",558.8818795,4616,4539,1.0,4175.0,4174.0
4526_4554,4,U#L#R#S,4554_4526#4554_4536#4554_4563#4554_4634,"LINESTRING (118.773466815 30.928929752, 118.769925742 30.9303725930001, 118.769333628 30.9308182520001, 118.768808561 30.931447699, 118.768641998 30.9316761270001, 118.768301862 30.9326119150001)",674.0519479,4526,4554,1.0,4176.0,4158.0
4536_4554,4,R#U#S#L,4554_4526#4554_4536#4554_4563#4554_4634,"LINESTRING (118.757300215 30.931603098, 118.758015594 30.931573046, 118.758327806 30.9315599330001, 118.761248224 30.9314603170001, 118.761996977 30.931450113, 118.763150534 30.931600927, 118.764249517 30.9318335140001, 118.766832295 30.932299314, 118.768301862 30.9326119150001)",1065.732237,4536,4554,1.0,4176.0,4066.0
4518_4556,3,U#R#L#S,4556_4518#4556_4608#4556_4534#4556_4607,"LINESTRING (118.725067125 30.9299801010001, 118.722910351 30.931535341, 118.721901003 30.932250417, 118.720713595 30.933091615, 118.720366092 30.9333274580001)",582.7586272,4518,4556,1.0,4161.0,4173.0
4608_4556,4,L#U#S#R,4556_4518#4556_4608#4556_4534#4556_4607,"LINESTRING (118.723423745 30.93659868, 118.723033414 30.9361063050001, 118.721788365 30.9347461990001, 118.720366092 30.9333274580001)",466.0891217,4608,4556,1.0,4161.0,4162.0
4493_4562,4,U#L#R#S,4562_4493#4562_4589#4562_4536#4562_4651,"LINESTRING (118.736351565 30.9267130750001, 118.740516166 30.929841584, 118.741484627 30.9306338490001, 118.742415437 30.931400265, 118.743391348 30.9322081020001, 118.743955251 30.932679224, 118.744173529 30.9328615850001, 118.744551331 30.9331701630001)",1061.732347,4493,4562,1.0,4176.0,4175.0
4589_4562,5,R#U#S#L,4562_4493#4562_4589#4562_4536#4562_4651,"LINESTRING (118.739577563 30.9351472700001, 118.741948725 30.9341732460001, 118.744551331 30.9331701630001)",523.4868028,4589,4562,1.0,4176.0,4175.0
4554_4563,4,U#L#R#S,4563_4554#4563_4642#4563_9001#4563_4615,"LINESTRING (118.768301862 30.9326119150001, 118.770040852 30.93294402, 118.773508757 30.933634639)",510.3866174,4554,4563,1.0,4127.0,4176.0
4642_4563,0,R#U#S#L,4563_4554#4563_4642#4563_9001#4563_4615,"LINESTRING (118.772031929 30.938383926, 118.773508757 30.933634639)",545.1331419,4642,4563,1.0,4127.0,4175.0
9001_4563,2,L#S#U#R,4563_4554#4563_4642#4563_9001#4563_4615,"LINESTRING (118.778407789 30.930601649, 118.773508757 30.933634639)",576.4482643,9001,4563,1.0,4127.0,4159.0
4539_4565,1,U#R#L#S,4565_4539#4565_4603#4565_4518#4565_4608,"LINESTRING (118.732547421 30.932228223, 118.731819551 30.9326258180001, 118.729465972 30.9338049720001, 118.728212366 30.9343747550001)",477.9596686,4539,4565,1.0,4174.0,4175.0
4603_4565,3,L#U#S#R,4565_4539#4565_4603#4565_4518#4565_4608,"LINESTRING (118.729375318 30.936172577, 118.728212366 30.9343747550001)",228.2139127,4603,4565,1.0,4174.0,4171.0
4605_4589,0,U#S#L,4589_4605#4589_4562#4589_4660,"LINESTRING (118.736906635 30.936118166, 118.73797579 30.935710069, 118.739577563 30.9351472700001)",277.0539137,4605,4589,1.0,4175.0,4175.0
4630_4603,2,U#S#R,4603_4630#4603_4565#4603_4624,"LINESTRING (118.730885966 30.9383085260001, 118.730681581 30.9379805, 118.729672671 30.93659318, 118.729375318 30.936172577)",277.4213668,4630,4603,1.0,4171.0,4175.0
4616_4605,4,U#L#R#S,4605_4616#4605_4671#4605_4521#4605_4589,"LINESTRING (118.734355454 30.937019531, 118.735078607 30.9367529200001, 118.736906635 30.936118166)",263.5074431,4616,4605,1.0,4175.0,4174.0
4671_4605,4,R#U#S#L,4605_4616#4605_4671#4605_4521#4605_4589,"LINESTRING (118.737292012 30.9418301260001, 118.737258452 30.941384553, 118.737162287 30.939971762, 118.737093112 30.938902462, 118.736960515 30.9368502880001, 118.736906635 30.936118166)",634.349242,4671,4605,1.0,4175.0,4176.0
4556_4607,3,U#R#L#S,4607_4556#4607_4639#4607_4530#4607_4645,"LINESTRING (118.720366092 30.9333274580001, 118.718611327 30.9345183510001, 118.716274367 30.9361748360001, 118.715724096 30.9366187300001)",574.6165726,4556,4607,1.0,4141.0,4161.0
4565_4608,0,U#R#L#S,4608_4565#4608_4624#4608_4556#4608_4639,"LINESTRING (118.728212366 30.9343747550001, 118.726852813 30.9350209570001, 118.725614682 30.935588647, 118.723423745 30.93659868)",519.8454196,4565,4608,1.0,4162.0,4174.0
4624_4608,0,L#U#S#R,4608_4565#4608_4624#4608_4556#4608_4639,"LINESTRING (118.724601414 30.9380445960001, 118.723423745 30.93659868)",195.8691276,4624,4608,1.0,4162.0,4164.0
4563_4615,4,U#R#L#S,4615_4563#4615_4579#4615_4663#4615_8364,"LINESTRING (118.773508757 30.933634639, 118.774048667 30.933742151, 118.777432878 30.934417798, 118.778843862 30.9347461130001, 118.779558102 30.9349846640001, 118.780285375 30.9353186280001, 118.781373185 30.935896653, 118.781728318 30.936102728)",839.6152204,4563,4615,1.0,4174.0,4127.0
4579_4615,3,L#U#S#R,4615_4563#4615_4579#4615_4663#4615_8364,"LINESTRING (118.784687132 30.933682296, 118.781728318 30.936102728)",389.8344123,4579,4615,1.0,4174.0,4174.0
4630_4616,4,U#R#S#L,4616_4630#4616_4539#4616_4605#4616_8362,"LINESTRING (118.730885966 30.9383085260001, 118.731572724 30.9380454130001, 118.73434727 30.9370225480001, 118.734355454 30.937019531)",361.0584942,4630,4616,1.0,4174.0,4175.0
4603_4624,2,U#L#R#S,4624_4603#4624_4608#4624_4650#4624_4655,"LINESTRING (118.729375318 30.936172577, 118.728624664 30.936511029, 118.726439073 30.9373419200001, 118.724601414 30.9380445960001)",501.3638275,4603,4624,1.0,4164.0,4171.0
4650_4630,4,U#L#R#S,4630_4650#4630_4680#4630_4603#4630_4616,"LINESTRING (118.726312862 30.940129712, 118.726802218 30.9399273560001, 118.729287992 30.938920733, 118.730885966 30.9383085260001)",481.4449163,4650,4630,1.0,4175.0,4163.0
4680_4630,2,R#U#S#L,4630_4650#4630_4680#4630_4603#4630_4616,"LINESTRING (118.733071939 30.9426763230001, 118.731218004 30.938899905, 118.730885966 30.9383085260001)",527.4675649,4680,4630,1.0,4175.0,4175.0
4554_4634,3,U#L#R#S,4634_4554#4634_4664#4634_4642#4634_4732,"LINESTRING (118.768301862 30.9326119150001, 118.76764029 30.934116008, 118.766990232 30.9356154130001, 118.766883025 30.935960342, 118.766789819 30.9363751120001, 118.766766576 30.936691237, 118.766752473 30.937180143, 118.766775602 30.9374623150001, 118.766881403 30.938042103)",628.0083797,4554,4634,1.0,4176.0,4176.0
4664_4634,3,R#U#S#L,4634_4554#4634_4664#4634_4642#4634_4732,"LINESTRING (118.761974005 30.9407915630001, 118.763174036 30.939557182, 118.764180788 30.9386606940001, 118.764644643 30.938369552, 118.765183944 30.9381666950001, 118.765743975 30.9380684440001, 118.766465298 30.9380248740001, 118.766881403 30.938042103)",591.4797985,4664,4634,1.0,4176.0,4176.0
4536_4635,3,U#R#L,4635_4536#4635_4664#4635_4651,"LINESTRING (118.757300215 30.931603098, 118.757060986 30.9318683820001, 118.756821166 30.9322618750001, 118.756735631 30.932416721, 118.756547958 30.9327564770001, 118.756456603 30.932966594, 118.756350256 30.933348059, 118.756275534 30.933964519, 118.756255881 30.934126651, 118.756176394 30.934904729, 118.756172455 30.93494328, 118.756132194 30.935337372, 118.756113548 30.935506715, 118.755987001 30.9366560170001, 118.755875337 30.937641999, 118.755828212 30.9383664700001)",774.3176803,4536,4635,1.0,4132.0,4066.0
4664_4635,3,L#U#S,4635_4536#4635_4664#4635_4651,"LINESTRING (118.761974005 30.9407915630001, 118.761872767 30.940653968, 118.761597482 30.940358325, 118.761360965 30.940185554, 118.760970938 30.939938152, 118.759638342 30.9392790650001, 118.758961542 30.938949022, 118.758330215 30.938622219, 118.757731791 30.9382899710001, 118.757354648 30.93814732, 118.757062683 30.938100664, 118.757056645 30.9380996990001, 118.756834969 30.9380892360001, 118.756765303 30.9380941260001, 118.756677549 30.9381002850001, 118.756560053 30.938116689, 118.756193956 30.9382398610001, 118.755828212 30.9383664700001)",686.7660218,4664,4635,1.0,4132.0,4176.0
4634_4642,2,U#R#S,4642_4634#4642_4563#4642_4663,"LINESTRING (118.766881403 30.938042103, 118.76759085 30.9381053760001, 118.770882547 30.938278639, 118.772031929 30.938383926)",493.7805106,4634,4642,1.0,4175.0,4176.0
4607_4645,3,U#R#L#S,4645_4607#4645_4666#4645_4609#4645_4802,"LINESTRING (118.715724096 30.9366187300001, 118.715022599 30.9371846080001, 118.714290215 30.937829585, 118.713518014 30.938570525, 118.713383844 30.9387117250001, 118.712270196 30.9398837000001)",490.4963197,4607,4645,1.0,4175.0,4141.0
4666_4645,4,L#U#S#R,4645_4607#4645_4666#4645_4609#4645_4802,"LINESTRING (118.71440568 30.941672313, 118.714100207 30.9413933870001, 118.71340507 30.940753623, 118.712946999 30.940368398, 118.712585024 30.940094038, 118.712270196 30.9398837000001)",284.9927511,4666,4645,1.0,4175.0,4175.0
4624_4650,3,U#L#R#S,4650_4624#4650_4690#4650_4630#4650_4708,"LINESTRING (118.724601414 30.9380445960001, 118.72542058 30.938982136, 118.725972673 30.939676046, 118.726312438 30.940129164, 118.726312862 30.940129712)",283.3008417,4624,4650,1.0,4163.0,4164.0
4690_4650,4,R#U#S#L,4650_4624#4650_4690#4650_4630#4650_4708,"LINESTRING (118.722518289 30.9430974840001, 118.723214461 30.9420428010001, 118.72393195 30.941386584, 118.724163767 30.9412029420001, 118.725116767 30.9406469940001, 118.725747324 30.9403424230001, 118.726312862 30.940129712)",502.6005955,4690,4650,1.0,4163.0,4165.0
4562_4651,3,U#R#L#S,4651_4562#4651_4635#4651_4662#4651_4697,"LINESTRING (118.744551331 30.9331701630001, 118.745481259 30.933929689, 118.746029069 30.9343779540001, 118.74631229 30.9346016010001, 118.746662127 30.934829273, 118.747319479 30.9352059920001, 118.747441146 30.9352757180001, 118.748469716 30.935885537, 118.748651848 30.9360222450001, 118.748934712 30.936237702, 118.749409594 30.9366362920001, 118.749904624 30.9371265980001, 118.749932989 30.9371546940001, 118.750465845 30.937671628, 118.750630113 30.93786729, 118.750922661 30.938291485, 118.751055692 30.9386391400001, 118.751079279 30.93870078, 118.751159978 30.9390402660001, 118.751242302 30.939452166, 118.751262724 30.939554349, 118.751313828 30.939949406)",1026.880495,4562,4651,1.0,4175.0,4176.0
4635_4651,4,L#U#S#R,4651_4562#4651_4635#4651_4662#4651_4697,"LINESTRING (118.755828212 30.9383664700001, 118.754436999 30.938848052, 118.752630441 30.9394808170001, 118.75178134 30.9397830190001, 118.751313828 30.939949406)",465.7495314,4635,4651,1.0,4175.0,4132.0
4624_4655,2,U#R#L#S,4655_4624#4655_4690#4655_4639#4655_4674,"LINESTRING (118.724601414 30.9380445960001, 118.722695013 30.9387876590001, 118.722028254 30.9391150700001, 118.7210178 30.9397262100001, 118.72044434 30.940163317, 118.719954234 30.940641536)",535.1432439,4624,4655,1.0,4139.0,4164.0
4690_4655,2,L#U#S#R,4655_4624#4655_4690#4655_4639#4655_4674,"LINESTRING (118.722518289 30.9430974840001, 118.721979908 30.9425882400001, 118.720036335 30.940719587, 118.719954234 30.940641537)",366.3055986,4690,4655,1.0,4139.0,4165.0
4589_4660,3,U#L#S,4660_4589#4660_4671#4660_4689,"LINESTRING (118.739577563 30.9351472700001, 118.740965429 30.9377554930001, 118.741443508 30.9384626660001, 118.741774039 30.9388475000001, 118.74330411 30.940102272, 118.743669333 30.9405009490001)",720.1109517,4589,4660,1.0,4175.0,4175.0
4651_4662,0,U#S#S,4662_4651#4662_4689#4662_4694,"LINESTRING (118.751313828 30.939949406, 118.750899774 30.9400967650001, 118.750791533 30.94014572, 118.749523144 30.9407193650001, 118.749514443 30.9407233000001)",192.3128748,4651,4662,1.0,4174.0,4175.0
4615_4663,2,U#L#S,4663_4615#4663_4642#4663_4745,"LINESTRING (118.781728318 30.936102728, 118.779579276 30.9377630710001, 118.778394122 30.9387756140001, 118.777755796 30.939493887, 118.776948418 30.9404856200001)",669.9025226,4615,4663,1.0,4175.0,4174.0
4642_4663,2,R#U#L,4663_4615#4663_4642#4663_4745,"LINESTRING (118.772031929 30.938383926, 118.772831286 30.9385311390001, 118.773476824 30.938749327, 118.774447482 30.939226245, 118.776948418 30.9404856200001)",527.9478964,4642,4663,1.0,4175.0,4175.0
4724_4664,3,U#L#S,4664_4724#4664_4634#4664_4635,"LINESTRING (118.762594379 30.943569451, 118.762311488 30.9417073170001, 118.762280648 30.9414941950001, 118.762211773 30.941234928, 118.762120749 30.9410114020001, 118.762037961 30.9408784870001, 118.761974005 30.9407915630001)",315.9159865,4724,4664,1.0,4176.0,4133.0
4713_4666,0,L#U#S,4666_4649#4666_4713#4666_4645,"LINESTRING (118.716935851 30.943971881, 118.716022093 30.943143036, 118.715042897 30.942254142, 118.71440568 30.941672313)",351.3688713,4713,4666,1.0,4175.0,4174.0
4660_4671,3,U#R#L#S,4671_4660#4671_4819#4671_4605#4671_4680,"LINESTRING (118.743669333 30.9405009490001, 118.740594846 30.941151721, 118.738741228 30.9415102990001, 118.737292012 30.9418301260001)",627.0378452,4660,4671,1.0,4176.0,4175.0
4819_4671,4,L#U#S#R,4671_4660#4671_4819#4671_4605#4671_4680,"LINESTRING (118.737720491 30.9468659400001, 118.737350896 30.9426119080001, 118.737292012 30.9418301260001)",559.8161921,4819,4671,1.0,4176.0,4176.0
4655_4674,2,U#R#L#S,4674_4655#4674_4742#4674_4649#4674_4713,"LINESTRING (118.719954234 30.940641536, 118.71975121 30.940874013, 118.718839544 30.941902558, 118.718313901 30.9424607030001, 118.718246538 30.942534574)",265.8845385,4655,4674,1.0,4093.0,4139.0
4742_4674,1,L#U#S#R,4674_4655#4674_4742#4674_4649#4674_4713,"LINESTRING (118.721537826 30.9448980450001, 118.720497145 30.944213538, 118.71927152 30.943371815, 118.718855489 30.9430645580001, 118.718246538 30.942534574)",409.9014276,4742,4674,1.0,4093.0,4166.0
4671_4680,3,U#R#L#S,4680_4671#4680_4855#4680_4630#4680_4708,"LINESTRING (118.737292012 30.9418301260001, 118.734234773 30.94244317, 118.733071939 30.9426763230001)",414.0463643,4671,4680,1.0,4175.0,4176.0
4855_4680,2,L#U#S#R,4680_4671#4680_4855#4680_4630#4680_4708,"LINESTRING (118.735008726 30.9488618130001, 118.734658861 30.948450655, 118.734554292 30.9481941270001, 118.734507403 30.947142903, 118.734493164 30.946354812, 118.734451353 30.9461169210001, 118.734433909 30.946017668, 118.734111289 30.9452022900001, 118.733605778 30.9440778250001, 118.733071939 30.9426763230001)",721.2527754,4855,4680,1.0,4175.0,4175.0
4660_4689,4,U#R#S#L,4689_4660#4689_4662#4689_4694#4689_4819,"LINESTRING (118.743669333 30.9405009490001, 118.744160961 30.941049607, 118.744464839 30.941494714, 118.744588001 30.9417099240001, 118.745070627 30.9427514440001)",285.0648651,4660,4689,1.0,4175.0,4175.0
4662_4689,4,L#U#R#S,4689_4660#4689_4662#4689_4694#4689_4819,"LINESTRING (118.749514443 30.9407233000001, 118.749196629 30.9408670330001, 118.747288889 30.9417421690001, 118.74554534 30.942536497, 118.745070627 30.9427514440001)",480.5193711,4662,4689,1.0,4175.0,4174.0
4742_4690,0,U#S#R,4690_4742#4690_4650#4690_4655,"LINESTRING (118.721537826 30.9448980450001, 118.721985396 30.943967532, 118.722518289 30.9430974840001)",220.7564298,4742,4690,1.0,4165.0,4166.0
4662_4694,3,U#L#R#S,4694_4662#4694_4689#4694_4697#4694_4808,"LINESTRING (118.749514443 30.9407233000001, 118.748259798 30.9428108720001)",260.6576745,4662,4694,1.0,4174.0,4174.0
4689_4694,3,R#U#S#L,4694_4662#4694_4689#4694_4697#4694_4808,"LINESTRING (118.745070627 30.9427514440001, 118.748259798 30.9428108720001)",304.8323483,4689,4694,1.0,4174.0,4175.0
4651_4697,4,U#L#R#S,4697_4651#4697_4694#4697_4706#4697_4806,"LINESTRING (118.751313828 30.939949406, 118.751263794 30.9402917680001, 118.751139743 30.942927324)",330.6975235,4651,4697,1.0,4132.0,4175.0
4694_4697,3,R#U#S#L,4697_4651#4697_4694#4697_4706#4697_4806,"LINESTRING (118.748259798 30.9428108720001, 118.751139743 30.942927324)",275.5135379,4694,4697,1.0,4132.0,4174.0
4697_4706,3,U#S#L#R,4706_4697#4706_4724#4706_4835#4706_8355,"LINESTRING (118.751139743 30.942927324, 118.752410795 30.942999108, 118.754036285 30.9430908890001, 118.754388346 30.9431103750001, 118.755423267 30.9431676560001)",410.2041032,4697,4706,1.0,4133.0,4132.0
4650_4708,3,U#R#L,4708_4650#4708_4680#4708_9173,"LINESTRING (118.726312862 30.940129712, 118.726313278 30.940130266, 118.727441073 30.941586913, 118.728444166 30.9429064720001, 118.729228876 30.9439322490001)",505.3571172,4650,4708,1.0,4165.0,4163.0
4680_4708,2,L#U#S,4708_4650#4708_4680#4708_9173,"LINESTRING (118.733071939 30.9426763230001, 118.729228876 30.9439322490001)",392.7569641,4680,4708,1.0,4165.0,4175.0
4674_4713,1,U#R#L#S,4713_4674#4713_4794#4713_4666#4713_8350,"LINESTRING (118.718252493 30.9425282130001, 118.716935851 30.943971881)",203.5898806,4674,4713,1.0,4174.0,4093.0
4794_4713,4,L#U#S#R,4713_4674#4713_4794#4713_4666#4713_8350,"LINESTRING (118.720732459 30.9464968670001, 118.720048576 30.9461673910001, 118.719551674 30.9459354090001, 118.719364453 30.9458376900001, 118.718950325 30.9455902870001, 118.718779094 30.945482902, 118.718477183 30.9452935630001, 118.718221707 30.9450941540001, 118.717912752 30.944845351, 118.717504972 30.9444881050001, 118.716935851 30.943971881)",461.7016593,4794,4713,1.0,4174.0,4174.0
4706_4724,3,U#R#S#L,4724_4706#4724_4664#4724_4732#4724_4863,"LINESTRING (118.755423267 30.9431676560001, 118.756518534 30.9432282660001, 118.758674844 30.9433475660001, 118.7588146 30.9433554780001, 118.760987371 30.943478466, 118.762594379 30.943569451)",686.7227025,4706,4724,1.0,4133.0,4133.0
4634_4732,3,U#L#R#S,4732_4634#4732_4724#4732_4745#4732_4881,"LINESTRING (118.766881403 30.938042103, 118.767438147 30.940624502, 118.767990726 30.9431231470001, 118.768016088 30.943899801)",659.3576459,4634,4732,1.0,4175.0,4176.0
4724_4732,4,R#U#S#L,4732_4634#4732_4724#4732_4745#4732_4881,"LINESTRING (118.762594379 30.943569451, 118.764102105 30.943674081, 118.764733485 30.943709336, 118.765388105 30.9437485930001, 118.765495211 30.9437550160001, 118.766322915 30.943804647, 118.767249575 30.9438800620001, 118.768016088 30.943899801)",519.4864159,4724,4732,1.0,4175.0,4133.0
4794_4742,0,U#R#S,4742_4794#4742_4674#4742_4690,"LINESTRING (118.720732459 30.9464968670001, 118.721537826 30.9448980450001)",193.2447655,4794,4742,1.0,4166.0,4174.0
4663_4745,0,U#L#R,4745_4663#4745_4732#4745_4758,"LINESTRING (118.776948418 30.9404856200001, 118.776539053 30.9409884510001, 118.775538478 30.942211458, 118.77447933 30.9435259380001, 118.773995411 30.944222605)",501.4776751,4663,4745,1.0,4175.0,4175.0
